Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos;ID
Pós-pago;Feminino;Mediana;Siemens;Mortinho;Qualidade do sinal;9399,0;7;80,8;78;915
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;3732,0;5;62,6;72;916
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;4248,0;4;53,6;52;917
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;3300,0;5;59,6;63;918
Pós-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;5739,0;4;47,8;75;919
Pós-pago;Masculino;Excelente;Samsung;Nenhuma;Maior cobertura;3966,0;4;46,6;77;920
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;3369,0;7;80,4;90;921
Pós-pago;Feminino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;5286,0;5;56,2;69;922
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Maior cobertura;6495,0;3;43,0;66;923
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1582,0;5;61,8;71;924
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;2220,0;7;83,0;70;925
Pré-pago;Feminino;Terrível;Ericsson;Cumbuca;Maior cobertura;1861,0;4;52,8;73;926
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Tarifa menor;14988,0;5;61,2;100;927
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Maior cobertura;4043,9999999999995;4;48,8;85;928
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;6003,0;5;57,2;85;929
Pós-pago;Feminino;Terrível;Siemens;Cumbuca;Tarifa menor;12720,0;8;87,0;87;930
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3096,0;6;72,0;74;931
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;7695,0;4;51,4;78;932
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;8550,0;6;72,4;83;933
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2433,0;4;47,6;80;934
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Maior cobertura;3585,0;3;35,0;66;935
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;1291,0;1;30,52;62;936
Pré-pago;Feminino;Excelente;Motorola;Ferrocom;Maior cobertura;2325,0;2;33,6;73;937
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;1074,0;1;30,52;86;938
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Maior cobertura;8349,0;4;45,2;69;939
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;5001,0;2;30,52;69;940
Pós-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;3402,0;6;66,4;79;941
Pré-pago;Feminino;Excelente;Ericsson;Nenhuma;Maior cobertura;1473,0;5;59,4;46;942
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;7380,0;4;45,2;95;943
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;6666,0;6;65,0;59;944
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;3402,0;5;63,4;74;945
Pós-pago;Masculino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;5286,0;4;53,2;79;946
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;10935,0;2;30,52;71;947
Pré-pago;Masculino;Sofrível;Samsung;Mortinho;Qualidade do sinal;5535,0;6;66,4;92;948
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1860,0;1;30,52;62;949
Pré-pago;Feminino;Sofrível;Siemens;Mortinho;Maior cobertura;5484,0;3;41,2;73;950
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;4086,0000000000005;5;55,0;73;951
Pré-pago;Feminino;Excelente;Motorola;Ferrocom;Maior cobertura;1104,0;4;46,8;62;952
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;3810,0;7;76,2;63;953
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;2460,0;6;66,8;73;954
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Tarifa menor;10536,0;8;93,8;75;955
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1452,0;6;67,2;58;956
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;7443,0;8;89,4;99;957
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;18513,0;6;74,8;97;958
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;4548,0;5;60,4;67;959
Pré-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;3849,0;6;71,6;84;960
Pré-pago;Masculino;Confiável;Siemens;Cumbuca;Maior cobertura;1426,0;5;59,4;53;961
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2271,0;6;65,8;70;962
Pré-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;7017,0;6;72,8;69;963
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1998,0;3;44,0;65;964
Pré-pago;Feminino;Terrível;Motorola;Ferrocom;Maior cobertura;6003,0;7;77,6;82;965
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1380,0;5;55,8;87;966
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Maior cobertura;2904,0;7;83,6;77;967
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Qualidade do sinal;10614,0;6;72,6;85;968
Pré-pago;Feminino;Terrível;Ericsson;Escuridão;Maior cobertura;3402,0;6;70,0;74;969
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;31482,0;5;348,0;113;970
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;2220,0;2;32,4;69;971
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;1312,0;3;36,2;47;972
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;5001,0;3;44,0;68;973
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Maior cobertura;1587,0;5;55,2;75;974
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;3030,0;2;30,52;63;975
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;5385,0;9;96,0;87;976
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1587,0;5;60,0;73;977
Pré-pago;Masculino;Mediana;Gradiente;Mortinho;Maior cobertura;2997,0;6;71,6;60;978
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;4290,0;1;30,52;69;979
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;1548,0;3;42,0;41;980
Pós-pago;Feminino;Terrível;Siemens;Cumbuca;Qualidade do sinal;4953,0;5;61,6;85;981
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1905,0;6;67,8;77;982
Pós-pago;Masculino;Mediana;Siemens;Mortinho;Qualidade do sinal;5337,0;6;65,4;80;983
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;3369,0;3;44,4;95;984
Pré-pago;Feminino;Excelente;Gradiente;Nenhuma;Maior cobertura;3732,0;7;79,8;62;985
Pós-pago;Masculino;Sofrível;Ericsson;Ferrocom;Qualidade do sinal;9471,0;5;58,0;75;986
Pós-pago;Masculino;Sofrível;Samsung;Cumbuca;Maior cobertura;2811,0;1;30,52;71;987
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1189,0;4;54,8;54;988
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;4419,0;8;88,6;86;989
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;9768,0;6;73,0;94;990
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4248,0;7;81,0;75;991
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;8016,0;7;82,0;103;992
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1963,0;4;47,8;67;993
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;2145,0;4;47,8;62;994
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Tarifa menor;6219,0;5;62,4;96;995
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;1111,0;1;30,52;180;996
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Tarifa menor;10224,0;8;85,4;94;997
Pós-pago;Masculino;Mediana;Gradiente;Escuridão;Tarifa menor;9546,0;8;91,0;91;998
Pré-pago;Feminino;Sofrível;Siemens;Escuridão;Maior cobertura;1974,0;3;41,2;67;999
Pré-pago;Masculino;Terrível;Gradiente;Ferrocom;Qualidade do sinal;4725,0;7;78,0;79;1000
Pré-pago;Masculino;Mediana;Ericsson;Ferrocom;Maior cobertura;4005,0;5;55,0;52;1001
Pós-pago;Feminino;Sofrível;Motorola;Mortinho;Tarifa menor;5949,0;7;82,2;84;1002
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;14109,0;7;80,2;85;1003
Pós-pago;Masculino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;23985,0;3;39,4;93;1004
Pós-pago;Masculino;Terrível;Siemens;Escuridão;Qualidade do sinal;13542,0;2;34,8;90;1005
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;5385,0;5;60,0;77;1006
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;4167,0;6;69,0;70;1007
Pré-pago;Masculino;Mediana;Gradiente;Mortinho;Qualidade do sinal;5790,0;7;81,0;95;1008
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;5844,0;7;76,6;96;1009
Pré-pago;Masculino;Terrível;Siemens;Ferrocom;Qualidade do sinal;7632,0;6;72,2;72;1010
Pré-pago;Feminino;Terrível;Ericsson;Cumbuca;Qualidade do sinal;2778,0;5;58,0;170;1011
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;1668,0;5;63,4;79;1012
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;2967,0;6;70,8;64;1013
Pré-pago;Masculino;Terrível;Gradiente;Mortinho;Tarifa menor;7821,0;7;83,0;94;1014
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;12990,0;2;30,52;80;1015
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;1119,0;6;73,6;80;1016
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;6108,0;5;55,6;86;1017
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Maior cobertura;2406,0;4;50,6;74;1018
Pós-pago;Masculino;Sofrível;Ericsson;Nenhuma;Qualidade do sinal;6957,0;3;39,8;92;1019
Pós-pago;Masculino;Mediana;Gradiente;Escuridão;Qualidade do sinal;9252,0;4;53,6;80;1020
Pré-pago;Masculino;Excelente;Samsung;Cumbuca;Maior cobertura;2247,0;4;54,8;80;1021
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1939,0;1;30,52;53;1022
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5844,0;4;53,4;60;1023
Pré-pago;Masculino;Mediana;Siemens;Escuridão;Maior cobertura;3585,0;6;73,8;72;1024
Pré-pago;Masculino;Excelente;Siemens;Cumbuca;Maior cobertura;2934,0;5;55,2;75;1025
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;4908,0;6;74,2;77;1026
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Maior cobertura;3657,0;5;57,0;80;1027
Pós-pago;Masculino;Terrível;Ericsson;Mortinho;Qualidade do sinal;5739,0;4;52,6;106;1028
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;8484,0;7;76,6;71;1029
Pré-pago;Feminino;Mediana;Siemens;Cumbuca;Maior cobertura;1452,0;2;33,0;72;1030
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;4503,0;4;47,6;86;1031
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;4125,0;5;58,4;74;1032
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;2094,0;6;67,6;70;1033
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Tarifa menor;17949,0;4;54,0;96;1034
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;5436,0;5;58,6;76;1035
Pré-pago;Masculino;Mediana;Ericsson;Mortinho;Maior cobertura;3474,0;1;30,52;69;1036
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1939,0;9;103,0;62;1037
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;5190,0;4;45,4;67;1038
Pós-pago;Masculino;Terrível;Siemens;Escuridão;Qualidade do sinal;15798,0;5;59,6;80;1039
Pré-pago;Masculino;Mediana;Gradiente;Escuridão;Qualidade do sinal;2811,0;3;38,2;64;1040
Pós-pago;Feminino;Terrível;Siemens;Ferrocom;Qualidade do sinal;4815,0;4;108,8;90;1041
Pós-pago;Feminino;Terrível;Siemens;Ferrocom;Qualidade do sinal;3264,0;6;69,6;92;1042
Pré-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;1837,0;7;78,2;71;1043
Pré-pago;Feminino;Terrível;Motorola;Mortinho;Maior cobertura;4815,0;4;45,0;98;1044
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;2196,0;4;53,4;69;1045
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1197,0;1;30,52;48;1046
Pós-pago;Masculino;Terrível;Siemens;Cumbuca;Qualidade do sinal;12192,0;5;62,2;82;1047
Pós-pago;Feminino;Mediana;Motorola;Mortinho;Qualidade do sinal;6219,0;5;55,2;96;1048
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Qualidade do sinal;7017,0;6;65,0;66;1049
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;14013,0;3;44,2;103;1050
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1689,0;2;30,52;64;1051
Pós-pago;Feminino;Excelente;Gradiente;Nenhuma;Qualidade do sinal;7137,0;6;65,0;79;1052
Pré-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;2934,0;6;72,6;79;1053
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1582,0;7;77,2;60;1054
Pré-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;4290,0;5;57,8;60;1055
Pré-pago;Masculino;Mediana;Siemens;Cumbuca;Tarifa menor;8550,0;10;106,0;82;1056
Pré-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;6900,0;8;88,4;80;1057
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1522,0;5;57,8;54;1058
Pré-pago;Feminino;Confiável;Motorola;Mortinho;Maior cobertura;1645,0;3;37,6;61;1059
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;4290,0;4;52,2;64;1060
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1684,0;5;58,8;48;1061
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;12279,0;7;84,4;92;1062
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Maior cobertura;2934,0;4;52,0;84;1063
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1804,0;4;53,8;64;1064
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1468,0;6;69,0;63;1065
Pré-pago;Masculino;Confiável;Motorola;Nenhuma;Maior cobertura;1278,0;4;50,8;76;1066
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2688,0;5;61,0;79;1067
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;7077,0;9;100,6;99;1068
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Qualidade do sinal;7758,0;5;58,8;101;1069
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;1492,0;2;30,52;41;1070
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;5739,0;5;59,6;76;1071
Pré-pago;Masculino;Terrível;Gradiente;Escuridão;Qualidade do sinal;5385,0;3;39,0;87;1072
Pós-pago;Feminino;Confiável;Samsung;Mortinho;Maior cobertura;7887,0;5;62,8;62;1073
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;2094,0;6;70,0;84;1074
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1114,0;5;64,2;60;1075
Pré-pago;Masculino;Confiável;Motorola;Mortinho;Maior cobertura;1134,0;5;56,2;51;1076
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Qualidade do sinal;6003,0;9;103,8;87;1077
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3030,0;5;62,8;63;1078
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1668,0;6;66,8;86;1079
Pós-pago;Masculino;Excelente;Samsung;Ferrocom;Qualidade do sinal;7197,0;5;56,8;80;1080
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;2118,0;6;66,4;58;1081
Pós-pago;Masculino;Sofrível;Siemens;Escuridão;Qualidade do sinal;8826,0;5;62,0;82;1082
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Tarifa menor;5001,0;6;65,4;92;1083
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1468,0;1;30,52;57;1084
Pré-pago;Masculino;Terrível;Samsung;Mortinho;Qualidade do sinal;4043,9999999999995;4;51,2;66;1085
Pré-pago;Masculino;Confiável;Ericsson;Nenhuma;Maior cobertura;6840,0;5;57,4;46;1086
Pós-pago;Masculino;Terrível;Siemens;Cumbuca;Qualidade do sinal;9252,0;8;86,6;88;1087
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;3732,0;7;78,8;65;1088
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;1837,0;3;40,2;58;1089
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;7887,0;8;91,2;92;1090
Pós-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;1491,0;7;80,2;43;1091
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;6162,0;4;54,0;76;1092
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;8688,0;9;97,0;98;1093
Pré-pago;Masculino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;7950,0;5;60,8;80;1094
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1119,0;2;30,6;65;1095
Pré-pago;Feminino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;6054,0;7;81,4;77;1096
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;4248,0;5;60,2;92;1097
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8016,0;7;77,8;79;1098
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;1537,0;7;78,8;75;1099
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1197,0;4;53,4;57;1100
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2196,0;4;45,4;69;1101
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;10773,0;3;35,4;97;1102
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;1119,0;4;53,6;55;1103
Pós-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1978,0;1;30,52;41;1104
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;4086,0000000000005;5;58,0;78;1105
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1888,0;4;48,8;52;1106
Pós-pago;Masculino;Sofrível;Gradiente;Escuridão;Qualidade do sinal;9843,0;5;62,2;93;1107
Pré-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;4248,0;5;56,6;60;1108
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;13449,0;5;56,2;102;1109
Pré-pago;Feminino;Confiável;Gradiente;Ferrocom;Maior cobertura;1434,0;6;71,6;72;1110
Pré-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;1731,0;2;30,52;46;1111
Pré-pago;Masculino;Sofrível;Siemens;Ferrocom;Maior cobertura;7320,0;4;54,2;84;1112
Pós-pago;Feminino;Terrível;Gradiente;Cumbuca;Qualidade do sinal;13917,0;6;72,8;86;1113
Pré-pago;Feminino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;6609,0;4;46,0;70;1114
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Maior cobertura;3966,0;3;36,6;58;1115
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Maior cobertura;5790,0;9;96,2;73;1116
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;18060,0;7;78,8;100;1117
Pré-pago;Masculino;Sofrível;Motorola;Escuridão;Maior cobertura;5739,0;5;62,4;76;1118
Pós-pago;Feminino;Terrível;Siemens;Cumbuca;Maior cobertura;5484,0;4;45,4;97;1119
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;7380,0;6;68,2;73;1120
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;4290,0;8;94,4;79;1121
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;7695,0;7;81,0;95;1122
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;2811,0;5;62,8;53;1123
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12105,0;8;85,2;99;1124
Pós-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;2661,0;5;59,0;64;1125
Pós-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;3369,0;6;68,0;82;1126
Pré-pago;Masculino;Excelente;Gradiente;Ferrocom;Maior cobertura;2601,0;1;30,52;62;1127
Pós-pago;Masculino;Mediana;Siemens;Ferrocom;Tarifa menor;7950,0;3;40,4;85;1128
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1837,0;7;78,8;58;1129
Pré-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;1860,0;6;66,0;74;1130
Pós-pago;Masculino;Sofrível;Gradiente;Mortinho;Tarifa menor;20400,0;3;41,4;103;1131
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Maior cobertura;6003,0;4;47,8;94;1132
Pré-pago;Masculino;Excelente;Samsung;Escuridão;Maior cobertura;3063,0;7;78,8;63;1133
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;4635,0;3;43,2;63;1134
Pós-pago;Feminino;Mediana;Motorola;Mortinho;Qualidade do sinal;5739,0;8;90,4;80;1135
Pré-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;1905,0;3;39,8;63;1136
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1329,0;2;32,4;72;1137
Pré-pago;Feminino;Terrível;Samsung;Escuridão;Maior cobertura;8016,0;7;80,4;79;1138
Pré-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;3510,0;3;42,0;86;1139
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;7821,0;5;56,0;85;1140
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;8688,0;8;91,6;80;1141
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Maior cobertura;1587,0;1;30,52;80;1142
Pós-pago;Masculino;Terrível;Ericsson;Nenhuma;Qualidade do sinal;6723,0;3;42,8;80;1143
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;22791,0;10;105,8;110;1144
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;2352,0;4;47,6;62;1145
Pós-pago;Masculino;Excelente;Samsung;Mortinho;Maior cobertura;2196,0;1;30,52;70;1146
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;3162,0;5;62,4;76;1147
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;1182,0;6;73,8;73;1148
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Maior cobertura;2871,0;4;51,2;84;1149
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;22923,0;4;53,2;110;1150
Pré-pago;Masculino;Confiável;Motorola;Nenhuma;Maior cobertura;7260,0;9;100,6;76;1151
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;1905,0;4;45,4;50;1152
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;1912,0;5;63,8;84;1153
Pós-pago;Feminino;Terrível;Ericsson;Nenhuma;Tarifa menor;9399,0;14;81,0;95;1154
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;3585,0;6;68,4;83;1155
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1498,0;5;57,8;46;1156
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;5484,0;2;33,0;72;1157
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;8757,0;4;46,0;75;1158
Pré-pago;Masculino;Mediana;Siemens;Mortinho;Maior cobertura;4815,0;3;42,8;83;1159
Pós-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;4005,0;4;54,4;83;1160
Pré-pago;Masculino;Mediana;Ericsson;Mortinho;Maior cobertura;4593,0;6;74,4;55;1161
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;12543,0;7;81,8;91;1162
Pós-pago;Masculino;Confiável;Samsung;Cumbuca;Maior cobertura;9327,0;5;56,4;76;1163
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;3810,0;5;64,0;65;1164
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;8415,0;4;51,2;82;1165
Pré-pago;Feminino;Terrível;Motorola;Escuridão;Tarifa menor;9768,0;6;71,2;88;1166
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;2748,0;3;38,4;71;1167
Pré-pago;Masculino;Excelente;Ericsson;Ferrocom;Maior cobertura;2021,9999999999998;5;55,6;72;1168
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5142,0;5;55,4;60;1169
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;6327,0;6;68,0;82;1170
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;3771,0;5;59,8;81;1171
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;2841,0;4;46,6;75;1172
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;8082,000000000001;2;32,4;79;1173
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2145,0;4;52,6;59;1174
